Isolate_ID	Study	Isolates from (city)	Sequence cluster (prosperi)	Sequence cluster (BAPS)	Penicillin	Trimethoprim	Erythromycin	Co-trimoxazole	Tobramycin	Ciprofloxacin	Ofloxacin
10050_2#1	Zomer	Nijmegen	27	16	0	0	0	0	1	0	1
10050_2#10	Zomer	Nijmegen	32	2	0	0	0	0	1	0	1
10050_2#11	Zomer	Nijmegen	33	8	0	0	0	0	1	0	1
10050_2#12	Zomer	Nijmegen	23	4	0	0	0	0	1	0	0
10050_2#13	Zomer	Nijmegen	8	7	0	0	0	0	1	0	1
10050_2#14	Zomer	Nijmegen	27	16	0	0	0	0	1	1	1
10050_2#15	Zomer	Nijmegen	31	20	0	1	0	1	1	0	1
10050_2#16	Zomer	Nijmegen	23	4	0	0	0	0	1	0	1
10050_2#17	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
10050_2#18	Zomer	Nijmegen	21	2	0	0	0	0	1	1	1
10050_2#19	Zomer	Nijmegen	6	12	0	0	0	0	1	0	1
10050_2#2	Zomer	Nijmegen	22	5	0	0	0	0	1	0	1
10050_2#20	Zomer	Nijmegen	28	2	0	0	0	0	1	0	0
10050_2#21	Zomer	Nijmegen	17	11	0	0	0	0	1	0	0
10050_2#22	Zomer	Nijmegen	20	3	0	0	0	0	1	0	0
10050_2#23	Zomer	Nijmegen	17	11	0	0	0	0	1	0	1
10050_2#24	Zomer	Nijmegen	32	2	0	0	1	0	1	0	1
10050_2#25	Zomer	Nijmegen	31	20	0	0	0	0	1	1	0
10050_2#26	Zomer	Nijmegen	23	4	0	0	0	0	1	0	1
10050_2#27	Zomer	Nijmegen	22	5	0	0	0	0	1	0	1
10050_2#28	Zomer	Nijmegen	23	4	0	0	0	0	1	0	1
10050_2#29	Zomer	Nijmegen	27	2	0	0	0	0	1	0	0
10050_2#3	Zomer	Nijmegen	17	11	0	0	0	0	1	0	0
10050_2#30	Zomer	Nijmegen	16	10	0	0	0	0	1	0	0
10050_2#31	Zomer	Nijmegen	23	4	0	0	0	0	1	0	0
10050_2#32	Zomer	Nijmegen	22	5	0	0	0	0	1	0	1
10050_2#33	Zomer	Nijmegen	32	2	0	0	0	0	1	0	1
10050_2#34	Zomer	Nijmegen	8	7	0	0	0	0	1	1	1
10050_2#35	Zomer	Nijmegen	16	2	0	0	0	0	1	0	1
10050_2#36	Zomer	Nijmegen	33	8	0	0	0	0	1	0	1
10050_2#37	Zomer	Nijmegen	28	2	0	0	0	0	1	0	1
10050_2#38	Zomer	Nijmegen	33	8	0	0	0	0	1	0	0
10050_2#39	Zomer	Nijmegen	23	4	0	0	0	0	1	0	0
10050_2#4	Zomer	Nijmegen	27	2	0	0	0	0	1	0	0
10050_2#40	Zomer	Nijmegen	17	11	0	0	0	0	1	0	1
10050_2#41	Zomer	Nijmegen	13	2	0	1	0	1	1	1	1
10050_2#42	Zomer	Nijmegen	5	13	0	0	0	0	1	0	0
10050_2#43	Zomer	Nijmegen	23	4	0	0	0	0	1	1	1
10050_2#44	Zomer	Nijmegen	30	2	0	0	0	0	1	0	1
10050_2#45	Zomer	Nijmegen	27	2	0	0	0	0	1	0	1
10050_2#46	Zomer	Nijmegen	16	10	0	1	0	1	1	0	1
10050_2#47	Zomer	Nijmegen	23	4	0	0	0	0	1	0	0
10050_2#48	Zomer	Nijmegen	26	1	0	0	0	0	1	0	1
10050_2#49	Zomer	Nijmegen	16	10	0	0	0	0	1	0	1
10050_2#5	Zomer	Nijmegen	16	10	0	0	0	0	1	0	1
10050_2#50	Zomer	Nijmegen	32	2	0	0	0	0	1	0	0
10050_2#51	Zomer	Nijmegen	16	10	0	0	0	0	1	0	1
10050_2#52	Zomer	Nijmegen	27	16	0	0	0	0	1	0	1
10050_2#53	Zomer	Nijmegen	27	16	0	0	0	0	1	1	1
10050_2#54	Zomer	Nijmegen	13	2	0	0	0	0	1	0	1
10050_2#55	Zomer	Nijmegen	31	20	0	0	0	0	1	0	1
10050_2#56	Zomer	Nijmegen	17	2	0	0	0	0	1	0	0
10050_2#57	Zomer	Nijmegen	27	16	0	0	0	0	1	0	1
10050_2#58	Zomer	Nijmegen	17	11	0	0	0	0	1	0	1
10050_2#59	Zomer	Nijmegen	8	7	0	1	0	1	1	0	1
10050_2#6	Zomer	Nijmegen	32	2	0	0	0	0	1	1	1
10050_2#60	Zomer	Nijmegen	23	4	0	0	0	0	1	1	1
10050_2#61	Zomer	Nijmegen	17	11	0	0	0	0	1	0	1
10050_2#62	Zomer	Nijmegen	31	20	0	0	0	0	1	0	1
10050_2#63	Zomer	Nijmegen	27	16	0	0	0	0	1	1	1
10050_2#64	Zomer	Nijmegen	31	20	0	0	0	0	1	1	1
10050_2#65	Zomer	Nijmegen	23	4	0	0	0	0	1	0	1
10050_2#66	Zomer	Nijmegen	23	4	0	0	0	0	1	0	1
10050_2#67	Zomer	Nijmegen	33	8	0	0	0	0	0	0	1
10050_2#68	Zomer	Nijmegen	31	20	0	0	1	0	1	0	1
10050_2#69	Zomer	Nijmegen	26	1	0	0	0	0	1	0	1
10050_2#7	Zomer	Nijmegen	20	3	0	0	0	0	1	0	0
10050_2#70	Zomer	Nijmegen	27	2	0	0	0	0	1	0	0
10050_2#71	Zomer	Nijmegen	24	2	0	0	0	0	1	0	1
10050_2#72	Zomer	Nijmegen	31	20	0	0	0	0	1	0	0
10050_2#73	Zomer	Nijmegen	27	2	0	0	0	0	1	0	1
10050_2#74	Zomer	Nijmegen	33	8	0	0	0	0	1	0	1
10050_2#75	Zomer	Nijmegen	7	12	1	0	0	0	0	0	0
10050_2#76	Zomer	Nijmegen	32	2	0	0	0	0	1	0	0
10050_2#77	Zomer	Nijmegen	6	12	0	0	0	0	1	0	1
10050_2#78	Zomer	Nijmegen	13	2	0	1	0	1	1	1	1
10050_2#79	Zomer	Nijmegen	17	2	0	0	0	0	1	0	1
10050_2#8	Zomer	Nijmegen	8	7	0	0	0	0	1	0	1
10050_2#80	Zomer	Nijmegen	31	20	0	0	0	0	1	0	1
10050_2#81	Zomer	Nijmegen	31	20	0	0	0	0	1	0	0
10050_2#82	Zomer	Nijmegen	16	10	0	0	0	0	1	0	1
10050_2#83	Zomer	Nijmegen	20	3	0	0	0	0	1	0	1
10050_2#84	Zomer	Nijmegen	33	8	0	0	0	0	1	0	1
10050_2#85	Zomer	Nijmegen	16	10	0	0	0	0	1	0	1
10050_2#86	Zomer	Nijmegen	27	16	0	0	0	0	1	1	1
10050_2#87	Zomer	Nijmegen	8	7	0	0	0	0	1	0	1
10050_2#88	Zomer	Nijmegen	27	16	0	0	0	0	1	0	1
10050_2#9	Zomer	Nijmegen	28	2	0	0	0	0	1	0	1
10071_4#1	Zomer	Nijmegen	31	20	0	0	0	0	1	0	1
10071_4#10	Zomer	Nijmegen	17	11	0	0	0	0	1	0	0
10071_4#11	Zomer	Nijmegen	33	8	0	0	0	0	1	0	0
10071_4#12	Zomer	Nijmegen	33	8	0	0	0	0	1	0	1
10071_4#13	Zomer	Nijmegen	32	2	0	0	1	0	1	0	1
10071_4#14	Zomer	Nijmegen	26	1	0	0	0	0	0	0	0
10071_4#15	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
10071_4#16	Zomer	Nijmegen	22	5	0	0	0	0	1	0	1
10071_4#17	Zomer	Nijmegen	33	8	0	0	0	0	1	0	1
10071_4#18	Zomer	Nijmegen	30	2	0	0	0	0	1	0	0
10071_4#19	Zomer	Nijmegen	32	2	0	0	0	0	1	0	0
10071_4#2	Zomer	Nijmegen	33	8	0	0	0	0	1	0	0
10071_4#20	Zomer	Nijmegen	27	16	0	0	0	0	1	0	1
10071_4#21	Zomer	Nijmegen	16	10	0	0	0	0	1	0	1
10071_4#22	Zomer	Nijmegen	33	8	0	0	0	0	1	0	0
10071_4#23	Zomer	Nijmegen	27	16	0	0	0	0	0	0	1
10071_4#24	Zomer	Nijmegen	16	10	0	0	0	0	1	0	1
10071_4#25	Zomer	Nijmegen	33	8	0	0	0	0	0	0	0
10071_4#26	Zomer	Nijmegen	33	8	0	0	0	0	1	0	0
10071_4#27	Zomer	Nijmegen	22	5	0	0	0	0	1	1	1
10071_4#28	Zomer	Nijmegen	16	10	0	0	0	0	1	0	1
10071_4#29	Zomer	Nijmegen	23	4	0	0	0	0	1	0	1
10071_4#3	Zomer	Nijmegen	16	2	0	0	0	0	1	0	0
10071_4#30	Zomer	Nijmegen	31	20	0	0	0	0	1	0	1
10071_4#31	Zomer	Nijmegen	27	16	0	0	0	0	0	0	1
10071_4#32	Zomer	Nijmegen	16	2	0	0	0	0	1	0	1
10071_4#33	Zomer	Nijmegen	22	5	0	0	0	0	1	0	1
10071_4#34	Zomer	Nijmegen	16	10	0	0	0	0	1	0	0
10071_4#35	Zomer	Nijmegen	23	4	0	0	0	0	1	0	1
10071_4#36	Zomer	Nijmegen	8	7	0	1	0	1	0	0	0
10071_4#37	Zomer	Nijmegen	33	8	0	0	0	0	1	0	0
10071_4#38	Zomer	Nijmegen	30	2	0	0	0	0	1	0	0
10071_4#39	Zomer	Nijmegen	23	4	0	0	0	0	1	1	1
10071_4#4	Zomer	Nijmegen	23	4	0	0	0	0	1	0	1
10071_4#40	Zomer	Nijmegen	7	12	0	0	0	0	0	0	0
10071_4#41	Zomer	Nijmegen	27	16	0	0	0	0	0	0	0
10071_4#42	Zomer	Nijmegen	23	4	0	0	0	0	0	0	0
10071_4#43	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
10071_4#44	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
10071_4#45	Zomer	Nijmegen	33	8	0	0	0	0	0	0	0
10071_4#46	Zomer	Nijmegen	17	2	0	0	0	0	0	0	0
10071_4#47	Zomer	Nijmegen	17	11	0	0	0	0	0	0	0
10071_4#48	Zomer	Nijmegen	8	7	0	0	0	0	0	0	0
10071_4#49	Zomer	Nijmegen	17	11	0	0	0	0	0	0	0
10071_4#5	Zomer	Nijmegen	32	2	0	0	0	0	0	0	0
10071_4#50	Zomer	Nijmegen	35	13	0	0	0	0	0	0	0
10071_4#51	Zomer	Nijmegen	17	11	0	0	0	0	0	0	0
10071_4#52	Zomer	Nijmegen	27	16	0	0	0	0	0	0	0
10071_4#53	Zomer	Nijmegen	32	2	0	0	0	0	0	0	0
10071_4#54	Zomer	Nijmegen	23	4	0	0	0	0	0	0	0
10071_4#55	Zomer	Nijmegen	23	4	0	0	0	0	0	0	0
10071_4#56	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
10071_4#57	Zomer	Nijmegen	17	2	0	0	0	0	0	0	0
10071_4#58	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
10071_4#59	Zomer	Nijmegen	30	2	0	0	0	0	0	0	0
10071_4#6	Zomer	Nijmegen	17	2	0	0	0	0	1	0	0
10071_4#60	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
10071_4#61	Zomer	Nijmegen	31	20	0	0	0	0	0	0	0
10071_4#62	Zomer	Nijmegen	32	2	0	0	0	0	0	0	0
10071_4#63	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
10071_4#64	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
10071_4#65	Zomer	Nijmegen	26	1	0	0	0	0	0	0	0
10071_4#66	Zomer	Nijmegen	17	11	0	0	0	0	0	0	0
10071_4#67	Zomer	Nijmegen	22	5	0	0	0	0	0	0	0
10071_4#68	Zomer	Nijmegen	35	13	0	0	0	0	0	0	0
10071_4#69	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
10071_4#7	Zomer	Nijmegen	0	13	0	0	0	0	1	0	0
10071_4#70	Zomer	Nijmegen	30	2	0	0	0	0	0	0	0
10071_4#71	Zomer	Nijmegen	28	16	0	0	0	0	0	0	0
10071_4#72	Zomer	Nijmegen	17	2	0	0	0	0	0	0	0
10071_4#73	Zomer	Nijmegen	20	3	0	0	0	0	0	0	0
10071_4#74	Zomer	Nijmegen	16	10	0	0	0	0	0	1	1
10071_4#75	Zomer	Nijmegen	32	2	0	0	0	0	0	1	1
10071_4#76	Zomer	Nijmegen	25	14	0	0	0	0	0	1	1
10071_4#77	Zomer	Nijmegen	5	13	0	0	0	0	0	1	1
10071_4#78	Zomer	Nijmegen	33	8	0	0	0	0	0	1	1
10071_4#79	Zomer	Nijmegen	31	20	0	0	0	0	0	1	1
10071_4#8	Zomer	Nijmegen	5	13	0	0	0	0	1	0	0
10071_4#80	Zomer	Nijmegen	25	14	0	0	0	0	0	1	1
10071_4#81	Zomer	Nijmegen	16	2	0	0	0	0	0	0	1
10071_4#82	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
10071_4#83	Zomer	Nijmegen	27	2	0	1	0	1	0	0	0
10071_4#84	Zomer	Nijmegen	27	2	0	0	0	0	0	0	0
10071_4#85	Zomer	Nijmegen	33	8	0	0	0	0	0	0	0
10071_4#86	Zomer	Nijmegen	22	5	0	0	0	0	0	0	0
10071_4#87	Zomer	Nijmegen	33	8	0	0	0	0	0	0	0
10071_4#9	Zomer	Nijmegen	17	11	0	0	0	0	1	0	0
10208_2#1	Zomer	Nijmegen	23	4	0	0	0	0	0	1	1
10208_2#10	Zomer	Nijmegen	8	7	0	0	0	0	0	1	1
10208_2#11	Zomer	Nijmegen	17	11	0	0	0	0	0	1	1
10208_2#12	Zomer	Nijmegen	27	16	0	0	0	0	0	1	1
10208_2#13	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
10208_2#14	Zomer	Nijmegen	26	1	0	0	0	0	0	1	1
10208_2#15	Zomer	Nijmegen	33	8	0	0	0	0	0	1	0
10208_2#16	Zomer	Nijmegen	33	8	0	0	0	0	0	1	1
10208_2#17	Zomer	Nijmegen	31	20	0	0	0	0	0	0	0
10208_2#18	Zomer	Nijmegen	33	8	0	0	0	0	0	1	1
10208_2#19	Zomer	Nijmegen	27	2	0	0	0	0	0	1	1
10208_2#2	Zomer	Nijmegen	28	16	0	0	0	0	0	0	0
10208_2#20	Zomer	Nijmegen	33	8	0	0	0	0	0	1	1
10208_2#21	Zomer	Nijmegen	16	10	0	0	0	0	0	1	1
10208_2#22	Zomer	Nijmegen	35	13	0	0	0	0	0	0	0
10208_2#23	Zomer	Nijmegen	22	5	0	0	0	0	0	0	0
10208_2#24	Zomer	Nijmegen	33	8	0	0	0	0	0	1	1
10208_2#25	Zomer	Nijmegen	26	1	0	0	0	0	0	1	1
10208_2#26	Zomer	Nijmegen	22	5	0	0	0	0	0	1	1
10208_2#27	Zomer	Nijmegen	23	4	0	0	0	0	0	1	1
10208_2#28	Zomer	Nijmegen	26	1	0	1	0	1	0	1	1
10208_2#29	Zomer	Nijmegen	21	2	0	0	0	0	0	1	1
10208_2#3	Zomer	Nijmegen	27	16	0	0	0	0	0	1	1
10208_2#30	Zomer	Nijmegen	22	5	0	0	0	0	0	1	1
10208_2#31	Zomer	Nijmegen	23	4	0	0	0	0	0	1	1
10208_2#32	Zomer	Nijmegen	25	14	0	0	0	0	0	1	1
10208_2#33	Zomer	Nijmegen	27	16	0	0	0	0	0	0	0
10208_2#34	Zomer	Nijmegen	32	2	0	0	0	0	0	0	0
10208_2#35	Zomer	Nijmegen	35	13	0	0	0	0	0	0	0
10208_2#36	Zomer	Nijmegen	21	2	0	0	0	0	0	1	1
10208_2#37	Zomer	Nijmegen	22	5	0	0	0	0	0	0	1
10208_2#38	Zomer	Nijmegen	33	8	0	0	0	0	0	1	1
10208_2#39	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
10208_2#4	Zomer	Nijmegen	27	16	0	0	0	0	0	1	1
10208_2#40	Zomer	Nijmegen	23	4	0	0	0	0	0	1	1
10208_2#41	Zomer	Nijmegen	7	12	1	1	1	1	0	1	1
10208_2#42	Zomer	Nijmegen	22	5	0	0	0	0	0	0	0
10208_2#43	Zomer	Nijmegen	26	1	0	0	0	0	0	1	1
10208_2#44	Zomer	Nijmegen	23	4	0	0	0	0	0	1	1
10208_2#45	Zomer	Nijmegen	23	4	0	0	0	0	0	1	1
10208_2#46	Zomer	Nijmegen	4	13	0	0	0	0	0	1	1
10208_2#47	Zomer	Nijmegen	27	16	0	0	0	0	0	0	0
10208_2#48	Zomer	Nijmegen	33	8	0	0	0	0	0	0	0
10208_2#49	Zomer	Nijmegen	22	5	0	0	0	0	0	1	1
10208_2#5	Zomer	Nijmegen	33	8	0	0	0	0	0	0	0
10208_2#50	Zomer	Nijmegen	23	4	0	0	0	0	0	1	1
10208_2#51	Zomer	Nijmegen	30	2	0	0	0	0	0	0	0
10208_2#52	Zomer	Nijmegen	21	2	0	0	0	0	0	1	1
10208_2#53	Zomer	Nijmegen	23	4	0	0	0	0	0	1	1
10208_2#54	Zomer	Nijmegen	8	7	0	0	0	0	0	0	0
10208_2#57	Zomer	Nijmegen	6	12	0	0	0	0	0	0	0
10208_2#58	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
10208_2#59	Zomer	Nijmegen	6	12	0	0	0	0	0	0	0
10208_2#6	Zomer	Nijmegen	23	4	0	0	0	0	0	0	0
10208_2#60	Zomer	Nijmegen	33	8	0	0	0	0	0	1	1
10208_2#61	Zomer	Nijmegen	23	4	0	0	0	0	0	1	1
10208_2#62	Zomer	Nijmegen	26	1	0	0	0	0	0	0	0
10208_2#65	Zomer	Nijmegen	20	3	0	0	0	0	0	1	1
10208_2#66	Zomer	Nijmegen	23	4	0	0	0	0	0	0	0
10208_2#67	Zomer	Nijmegen	16	10	0	0	0	0	0	1	1
10208_2#68	Zomer	Nijmegen	8	7	0	0	0	0	0	1	1
10208_2#69	Zomer	Nijmegen	26	1	0	0	0	0	0	1	1
10208_2#7	Zomer	Nijmegen	20	3	0	0	0	0	0	1	1
10208_2#70	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
10208_2#73	Zomer	Nijmegen	25	2	0	0	0	0	0	1	1
10208_2#74	Zomer	Nijmegen	16	10	0	0	0	0	0	1	0
10208_2#75	Zomer	Nijmegen	23	4	0	0	0	0	0	1	0
10208_2#76	Zomer	Nijmegen	16	10	0	0	0	0	0	1	0
10208_2#77	Zomer	Nijmegen	16	10	0	0	0	0	0	1	0
10208_2#78	Zomer	Nijmegen	20	3	0	0	0	0	0	1	0
10208_2#79	Zomer	Nijmegen	23	4	0	0	0	0	0	0	0
10208_2#8	Zomer	Nijmegen	16	10	0	0	0	0	0	1	1
10208_2#80	Zomer	Nijmegen	16	10	0	0	0	0	0	1	0
10208_2#81	Zomer	Nijmegen	31	20	0	0	0	0	0	0	0
10208_2#82	Zomer	Nijmegen	8	7	0	0	0	0	0	0	0
10208_2#83	Zomer	Nijmegen	23	4	0	0	0	0	0	0	0
10208_2#84	Zomer	Nijmegen	6	12	0	0	0	0	0	0	0
10208_2#85	Zomer	Nijmegen	16	10	0	0	0	0	0	1	0
10208_2#86	Zomer	Nijmegen	20	3	0	0	0	0	0	0	0
10208_2#87	Zomer	Nijmegen	22	5	0	0	0	0	0	1	0
10208_2#9	Zomer	Nijmegen	32	2	0	0	0	0	0	1	1
10396_8#21	Zomer	Nijmegen	16	10	0	0	0	0	0	1	1
10396_8#22	Zomer	Nijmegen	16	2	0	1	0	1	0	1	1
10396_8#23	Zomer	Nijmegen	23	4	0	0	0	0	0	0	0
10396_8#24	Zomer	Nijmegen	26	1	0	0	0	0	0	1	1
10396_8#25	Zomer	Nijmegen	32	2	0	0	0	0	0	1	1
10396_8#26	Zomer	Nijmegen	27	2	0	1	0	1	0	0	0
9953_7#1	Zomer	Nijmegen	25	2	0	0	0	0	1	0	1
9953_7#10	Zomer	Nijmegen	17	11	0	0	0	0	0	0	0
9953_7#11	Zomer	Nijmegen	31	20	0	0	0	0	0	0	0
9953_7#12	Zomer	Nijmegen	23	4	0	0	0	0	0	0	0
9953_7#13	Zomer	Nijmegen	32	2	0	0	0	0	0	0	0
9953_7#14	Zomer	Nijmegen	32	2	0	0	0	0	0	0	0
9953_7#15	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
9953_7#16	Zomer	Nijmegen	27	2	0	1	0	1	1	0	0
9953_7#17	Zomer	Nijmegen	8	7	0	0	0	0	1	0	1
9953_7#18	Zomer	Nijmegen	22	5	0	0	0	0	0	0	0
9953_7#19	Zomer	Nijmegen	23	4	0	0	0	0	0	0	0
9953_7#2	Zomer	Nijmegen	16	10	0	0	0	0	1	0	1
9953_7#20	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
9953_7#21	Zomer	Nijmegen	17	2	0	0	0	0	0	0	0
9953_7#22	Zomer	Nijmegen	22	5	0	0	0	0	0	0	0
9953_7#23	Zomer	Nijmegen	32	2	0	0	0	0	0	0	0
9953_7#24	Zomer	Nijmegen	20	3	0	0	0	0	0	0	0
9953_7#25	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
9953_7#26	Zomer	Nijmegen	31	20	0	0	0	0	0	0	0
9953_7#27	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
9953_7#28	Zomer	Nijmegen	32	2	0	0	0	0	0	0	0
9953_7#29	Zomer	Nijmegen	31	20	0	0	0	0	0	0	0
9953_7#3	Zomer	Nijmegen	31	20	0	0	0	0	0	0	0
9953_7#30	Zomer	Nijmegen	17	11	0	0	0	0	0	0	0
9953_7#31	Zomer	Nijmegen	33	8	0	0	0	0	1	0	0
9953_7#32	Zomer	Nijmegen	6	12	0	0	0	0	0	0	1
9953_7#33	Zomer	Nijmegen	28	2	0	1	0	1	1	0	0
9953_7#34	Zomer	Nijmegen	17	11	0	0	0	0	1	0	0
9953_7#35	Zomer	Nijmegen	33	8	0	0	0	0	1	0	0
9953_7#36	Zomer	Nijmegen	16	10	0	0	0	0	1	0	1
9953_7#37	Zomer	Nijmegen	27	16	0	0	0	0	1	0	1
9953_7#38	Zomer	Nijmegen	18	16	0	1	0	1	1	0	0
9953_7#39	Zomer	Nijmegen	16	10	0	0	0	0	1	0	0
9953_7#4	Zomer	Nijmegen	22	5	0	0	0	0	0	0	0
9953_7#40	Zomer	Nijmegen	32	2	0	0	1	0	1	0	1
9953_7#41	Zomer	Nijmegen	8	7	0	0	0	0	1	0	1
9953_7#42	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
9953_7#43	Zomer	Nijmegen	27	16	0	0	0	0	0	0	0
9953_7#44	Zomer	Nijmegen	22	5	0	0	0	0	1	0	1
9953_7#45	Zomer	Nijmegen	31	20	0	0	0	0	1	0	0
9953_7#46	Zomer	Nijmegen	16	10	0	0	0	0	1	0	0
9953_7#47	Zomer	Nijmegen	21	2	0	0	0	0	1	1	1
9953_7#48	Zomer	Nijmegen	16	10	0	0	0	0	1	0	1
9953_7#49	Zomer	Nijmegen	8	7	0	0	0	0	1	0	0
9953_7#5	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
9953_7#50	Zomer	Nijmegen	27	16	0	0	0	0	1	0	1
9953_7#51	Zomer	Nijmegen	30	2	0	0	0	0	1	0	0
9953_7#52	Zomer	Nijmegen	30	2	0	0	0	0	1	0	0
9953_7#53	Zomer	Nijmegen	22	5	0	0	0	0	1	0	1
9953_7#54	Zomer	Nijmegen	13	2	0	0	0	0	1	0	1
9953_7#55	Zomer	Nijmegen	25	14	0	0	0	0	1	0	0
9953_7#56	Zomer	Nijmegen	27	16	0	0	0	0	1	0	1
9953_7#57	Zomer	Nijmegen	32	2	0	0	1	0	1	0	1
9953_7#58	Zomer	Nijmegen	16	2	0	0	0	0	1	1	1
9953_7#59	Zomer	Nijmegen	25	2	0	0	0	0	1	0	0
9953_7#6	Zomer	Nijmegen	8	7	0	0	0	0	0	0	0
9953_7#60	Zomer	Nijmegen	8	7	0	0	0	0	1	0	0
9953_7#61	Zomer	Nijmegen	22	5	0	0	0	0	1	0	1
9953_7#62	Zomer	Nijmegen	8	7	0	0	0	0	1	0	0
9953_7#63	Zomer	Nijmegen	16	10	0	0	0	0	0	0	0
9953_7#64	Zomer	Nijmegen	6	12	0	0	0	0	0	0	1
9953_7#65	Zomer	Nijmegen	33	8	0	0	0	0	1	0	0
9953_7#66	Zomer	Nijmegen	22	5	0	0	0	0	1	0	1
9953_7#67	Zomer	Nijmegen	20	3	0	1	0	1	1	0	0
9953_7#68	Zomer	Nijmegen	17	11	0	0	0	0	1	0	0
9953_7#69	Zomer	Nijmegen	16	2	0	0	0	0	1	0	1
9953_7#7	Zomer	Nijmegen	33	8	0	0	0	0	0	0	0
9953_7#70	Zomer	Nijmegen	32	2	0	0	1	0	1	0	1
9953_7#71	Zomer	Nijmegen	7	12	1	0	0	0	1	0	0
9953_7#72	Zomer	Nijmegen	17	11	0	0	0	0	1	0	1
9953_7#73	Zomer	Nijmegen	23	4	0	0	0	0	1	0	1
9953_7#74	Zomer	Nijmegen	32	2	0	0	1	0	1	0	1
9953_7#75	Zomer	Nijmegen	31	20	0	0	0	0	1	0	0
9953_7#76	Zomer	Nijmegen	33	8	0	0	0	0	1	0	0
9953_7#77	Zomer	Nijmegen	8	7	0	0	0	0	1	0	1
9953_7#78	Zomer	Nijmegen	23	4	0	0	0	0	1	0	1
9953_7#79	Zomer	Nijmegen	22	5	0	0	0	0	0	0	1
9953_7#8	Zomer	Nijmegen	26	1	0	0	0	0	0	0	0
9953_7#80	Zomer	Nijmegen	20	3	0	0	0	0	1	0	1
9953_7#81	Zomer	Nijmegen	31	20	0	0	0	0	1	0	0
9953_7#82	Zomer	Nijmegen	27	16	0	0	0	0	1	0	1
9953_7#83	Zomer	Nijmegen	33	8	0	0	0	0	1	0	1
9953_7#84	Zomer	Nijmegen	23	4	0	0	0	0	1	0	1
9953_7#85	Zomer	Nijmegen	27	16	0	0	0	0	0	0	1
9953_7#86	Zomer	Nijmegen	26	1	0	0	0	0	1	0	0
9953_7#87	Zomer	Nijmegen	27	16	0	0	0	0	1	0	1
9953_7#88	Zomer	Nijmegen	17	11	0	0	0	0	1	0	1
