Isolate_ID	Study	Isolates from (city)	Sequence cluster (prosperi)	Sequence cluster (BAPS)	Penicillin	Trimethoprim	Erythromycin	Co-trimoxazole	Tobramycin	Ciprofloxacin	Ofloxacin
ERR069692	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR069693	Croucher	Massachussets 	20	3	0	0	0	0	n/a	n/a	n/a
ERR069694	Croucher	Massachussets 	8	7	0	0	1	0	n/a	n/a	n/a
ERR069695	Croucher	Massachussets 	27	2	0	0	0	0	n/a	n/a	n/a
ERR069696	Croucher	Massachussets 	2	13	0	0	0	0	n/a	n/a	n/a
ERR069697	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR069698	Croucher	Massachussets 	16	9	0	0	1	0	n/a	n/a	n/a
ERR069699	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR069700	Croucher	Massachussets 	29	2	1	1	1	1	n/a	n/a	n/a
ERR069701	Croucher	Massachussets 	22	5	0	0	0	0	n/a	n/a	n/a
ERR069702	Croucher	Massachussets 	16	10	0	1	0	1	n/a	n/a	n/a
ERR069703	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR069704	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069705	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069706	Croucher	Massachussets 	12	6	1	0	1	0	n/a	n/a	n/a
ERR069707	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069708	Croucher	Massachussets 	20	3	0	0	0	0	n/a	n/a	n/a
ERR069709	Croucher	Massachussets 	30	2	1	0	1	0	n/a	n/a	n/a
ERR069710	Croucher	Massachussets 	30	2	0	0	1	0	n/a	n/a	n/a
ERR069711	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069712	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR069713	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069714	Croucher	Massachussets 	31	20	0	1	1	1	n/a	n/a	n/a
ERR069715	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR069716	Croucher	Massachussets 	22	5	0	0	0	0	n/a	n/a	n/a
ERR069717	Croucher	Massachussets 	2	13	0	0	0	0	n/a	n/a	n/a
ERR069718	Croucher	Massachussets 	23	4	0	0	0	0	n/a	n/a	n/a
ERR069719	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR069720	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR069721	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR069722	Croucher	Massachussets 	17	2	0	0	0	0	n/a	n/a	n/a
ERR069723	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR069724	Croucher	Massachussets 	16	9	0	0	1	0	n/a	n/a	n/a
ERR069725	Croucher	Massachussets 	16	9	0	0	1	0	n/a	n/a	n/a
ERR069726	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR069727	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069728	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR069729	Croucher	Massachussets 	17	11	0	0	0	0	n/a	n/a	n/a
ERR069730	Croucher	Massachussets 	17	11	0	0	0	0	n/a	n/a	n/a
ERR069731	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR069732	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR069733	Croucher	Massachussets 	19	15	1	0	1	0	n/a	n/a	n/a
ERR069734	Croucher	Massachussets 	30	2	1	0	1	0	n/a	n/a	n/a
ERR069735	Croucher	Massachussets 	18	16	1	1	1	1	n/a	n/a	n/a
ERR069736	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR069737	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR069738	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR069739	Croucher	Massachussets 	27	2	0	0	0	0	n/a	n/a	n/a
ERR069740	Croucher	Massachussets 	25	14	0	1	1	1	n/a	n/a	n/a
ERR069741	Croucher	Massachussets 	30	2	0	0	0	0	n/a	n/a	n/a
ERR069742	Croucher	Massachussets 	20	2	1	0	1	0	n/a	n/a	n/a
ERR069743	Croucher	Massachussets 	8	7	0	1	0	1	n/a	n/a	n/a
ERR069744	Croucher	Massachussets 	29	2	1	1	1	1	n/a	n/a	n/a
ERR069745	Croucher	Massachussets 	1	13	0	0	0	0	n/a	n/a	n/a
ERR069746	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR069747	Croucher	Massachussets 	29	2	1	1	1	1	n/a	n/a	n/a
ERR069748	Croucher	Massachussets 	22	5	0	0	0	0	n/a	n/a	n/a
ERR069749	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR069750	Croucher	Massachussets 	22	5	0	1	0	1	n/a	n/a	n/a
ERR069751	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069752	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069753	Croucher	Massachussets 	1	13	0	1	0	1	n/a	n/a	n/a
ERR069754	Croucher	Massachussets 	8	7	-9	-9	-9	-9	n/a	n/a	n/a
ERR069755	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR069756	Croucher	Massachussets 	16	2	-9	-9	-9	-9	n/a	n/a	n/a
ERR069757	Croucher	Massachussets 	28	16	0	0	0	0	n/a	n/a	n/a
ERR069758	Croucher	Massachussets 	0	13	0	0	0	0	n/a	n/a	n/a
ERR069759	Croucher	Massachussets 	30	2	0	0	0	0	n/a	n/a	n/a
ERR069760	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069761	Croucher	Massachussets 	35	13	0	1	1	1	n/a	n/a	n/a
ERR069762	Croucher	Massachussets 	12	6	1	1	0	1	n/a	n/a	n/a
ERR069763	Croucher	Massachussets 	29	2	1	1	1	1	n/a	n/a	n/a
ERR069764	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR069765	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR069766	Croucher	Massachussets 	28	2	0	0	0	0	n/a	n/a	n/a
ERR069767	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR069768	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR069769	Croucher	Massachussets 	17	2	0	0	0	0	n/a	n/a	n/a
ERR069770	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR069771	Croucher	Massachussets 	2	13	0	0	0	0	n/a	n/a	n/a
ERR069772	Croucher	Massachussets 	17	11	0	0	0	0	n/a	n/a	n/a
ERR069773	Croucher	Massachussets 	26	2	0	0	0	0	n/a	n/a	n/a
ERR069774	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069775	Croucher	Massachussets 	26	2	0	0	0	0	n/a	n/a	n/a
ERR069776	Croucher	Massachussets 	1	13	1	1	1	1	n/a	n/a	n/a
ERR069777	Croucher	Massachussets 	8	7	0	1	1	1	n/a	n/a	n/a
ERR069778	Croucher	Massachussets 	26	1	0	1	0	1	n/a	n/a	n/a
ERR069779	Croucher	Massachussets 	20	3	0	0	0	0	n/a	n/a	n/a
ERR069780	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR069781	Croucher	Massachussets 	2	13	0	0	0	0	n/a	n/a	n/a
ERR069782	Croucher	Massachussets 	18	16	1	1	1	1	n/a	n/a	n/a
ERR069783	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR069784	Croucher	Massachussets 	30	2	1	0	1	0	n/a	n/a	n/a
ERR069785	Croucher	Massachussets 	6	12	1	1	1	1	n/a	n/a	n/a
ERR069786	Croucher	Massachussets 	20	3	0	0	0	0	n/a	n/a	n/a
ERR069787	Croucher	Massachussets 	29	2	1	1	1	1	n/a	n/a	n/a
ERR069788	Croucher	Massachussets 	30	2	1	0	1	0	n/a	n/a	n/a
ERR069789	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069790	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR069791	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR069792	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR069793	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR069794	Croucher	Massachussets 	1	13	1	1	0	1	n/a	n/a	n/a
ERR069795	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069796	Croucher	Massachussets 	2	13	0	0	0	0	n/a	n/a	n/a
ERR069797	Croucher	Massachussets 	6	12	1	1	1	1	n/a	n/a	n/a
ERR069798	Croucher	Massachussets 	20	3	0	0	0	0	n/a	n/a	n/a
ERR069799	Croucher	Massachussets 	31	20	1	1	0	1	n/a	n/a	n/a
ERR069800	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR069801	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069802	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR069803	Croucher	Massachussets 	9	21	0	0	0	0	n/a	n/a	n/a
ERR069804	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069805	Croucher	Massachussets 	2	13	0	0	0	0	n/a	n/a	n/a
ERR069806	Croucher	Massachussets 	17	11	0	0	1	0	n/a	n/a	n/a
ERR069807	Croucher	Massachussets 	8	7	0	1	0	1	n/a	n/a	n/a
ERR069808	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR069809	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR069810	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR069811	Croucher	Massachussets 	28	2	0	0	0	0	n/a	n/a	n/a
ERR069812	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR069813	Croucher	Massachussets 	18	16	0	1	1	1	n/a	n/a	n/a
ERR069814	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069815	Croucher	Massachussets 	23	2	0	0	0	0	n/a	n/a	n/a
ERR069816	Croucher	Massachussets 	17	11	0	0	0	0	n/a	n/a	n/a
ERR069817	Croucher	Massachussets 	3	13	0	1	1	1	n/a	n/a	n/a
ERR069818	Croucher	Massachussets 	31	20	1	1	0	1	n/a	n/a	n/a
ERR069819	Croucher	Massachussets 	18	16	0	0	0	0	n/a	n/a	n/a
ERR069820	Croucher	Massachussets 	28	2	0	0	0	0	n/a	n/a	n/a
ERR069821	Croucher	Massachussets 	6	12	1	1	1	1	n/a	n/a	n/a
ERR069822	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069823	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR069824	Croucher	Massachussets 	17	11	0	0	0	0	n/a	n/a	n/a
ERR069825	Croucher	Massachussets 	29	2	1	1	0	1	n/a	n/a	n/a
ERR069826	Croucher	Massachussets 	8	7	0	0	1	0	n/a	n/a	n/a
ERR069827	Croucher	Massachussets 	30	2	1	0	1	0	n/a	n/a	n/a
ERR069828	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069829	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069830	Croucher	Massachussets 	8	7	1	0	0	0	n/a	n/a	n/a
ERR069831	Croucher	Massachussets 	1	13	0	1	0	1	n/a	n/a	n/a
ERR069832	Croucher	Massachussets 	22	5	0	0	1	0	n/a	n/a	n/a
ERR069833	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069834	Croucher	Massachussets 	19	15	1	1	0	1	n/a	n/a	n/a
ERR069835	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR069836	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR069837	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069838	Croucher	Massachussets 	18	16	0	1	1	1	n/a	n/a	n/a
ERR069839	Croucher	Massachussets 	16	10	0	1	0	1	n/a	n/a	n/a
ERR069840	Croucher	Massachussets 	18	2	0	0	1	0	n/a	n/a	n/a
ERR069841	Croucher	Massachussets 	9	21	0	0	1	0	n/a	n/a	n/a
ERR069842	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR069843	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR124217	Croucher	Massachussets 	28	16	0	0	1	0	n/a	n/a	n/a
ERR124218	Croucher	Massachussets 	16	2	0	0	1	0	n/a	n/a	n/a
ERR124219	Croucher	Massachussets 	8	7	0	0	1	0	n/a	n/a	n/a
ERR124220	Croucher	Massachussets 	34	13	0	0	1	0	n/a	n/a	n/a
ERR124221	Croucher	Massachussets 	16	9	0	0	1	0	n/a	n/a	n/a
ERR124222	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR124223	Croucher	Massachussets 	30	2	0	0	1	0	n/a	n/a	n/a
ERR124224	Croucher	Massachussets 	23	4	0	0	1	0	n/a	n/a	n/a
ERR124225	Croucher	Massachussets 	34	13	0	0	1	0	n/a	n/a	n/a
ERR124226	Croucher	Massachussets 	17	2	0	0	1	0	n/a	n/a	n/a
ERR124227	Croucher	Massachussets 	20	3	0	1	1	1	n/a	n/a	n/a
ERR124228	Croucher	Massachussets 	23	4	0	0	1	0	n/a	n/a	n/a
ERR124229	Croucher	Massachussets 	34	13	0	0	1	0	n/a	n/a	n/a
ERR124230	Croucher	Massachussets 	16	2	0	0	1	0	n/a	n/a	n/a
ERR124231	Croucher	Massachussets 	25	14	0	1	1	1	n/a	n/a	n/a
ERR124232	Croucher	Massachussets 	28	2	0	0	1	0	n/a	n/a	n/a
ERR124233	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR124234	Croucher	Massachussets 	2	13	0	0	1	0	n/a	n/a	n/a
ERR124235	Croucher	Massachussets 	20	3	1	0	1	0	n/a	n/a	n/a
ERR124236	Croucher	Massachussets 	19	15	1	0	1	0	n/a	n/a	n/a
ERR124237	Croucher	Massachussets 	25	14	0	0	1	0	n/a	n/a	n/a
ERR124238	Croucher	Massachussets 	8	7	0	0	1	0	n/a	n/a	n/a
ERR124239	Croucher	Massachussets 	16	9	1	0	1	0	n/a	n/a	n/a
ERR124240	Croucher	Massachussets 	16	10	0	0	1	0	n/a	n/a	n/a
ERR124241	Croucher	Massachussets 	19	15	1	0	1	0	n/a	n/a	n/a
ERR124242	Croucher	Massachussets 	16	10	0	0	1	0	n/a	n/a	n/a
ERR124243	Croucher	Massachussets 	23	4	0	0	1	0	n/a	n/a	n/a
ERR124244	Croucher	Massachussets 	20	2	1	0	1	0	n/a	n/a	n/a
ERR124245	Croucher	Massachussets 	8	7	0	0	1	0	n/a	n/a	n/a
ERR124246	Croucher	Massachussets 	16	10	0	0	1	0	n/a	n/a	n/a
ERR124247	Croucher	Massachussets 	25	2	0	0	1	0	n/a	n/a	n/a
ERR124248	Croucher	Massachussets 	26	1	0	0	1	0	n/a	n/a	n/a
ERR124249	Croucher	Massachussets 	16	9	0	0	1	0	n/a	n/a	n/a
ERR124250	Croucher	Massachussets 	19	15	1	1	1	1	n/a	n/a	n/a
ERR124251	Croucher	Massachussets 	34	13	0	0	1	0	n/a	n/a	n/a
ERR124252	Croucher	Massachussets 	7	12	0	0	1	0	n/a	n/a	n/a
ERR124253	Croucher	Massachussets 	28	16	0	0	1	0	n/a	n/a	n/a
ERR124254	Croucher	Massachussets 	28	2	0	1	1	1	n/a	n/a	n/a
ERR124255	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR124256	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR124257	Croucher	Massachussets 	16	10	0	1	1	1	n/a	n/a	n/a
ERR124258	Croucher	Massachussets 	16	2	0	0	1	0	n/a	n/a	n/a
ERR124259	Croucher	Massachussets 	28	16	-9	-9	-9	-9	n/a	n/a	n/a
ERR124260	Croucher	Massachussets 	26	1	0	0	1	0	n/a	n/a	n/a
ERR124261	Croucher	Massachussets 	16	10	-9	-9	-9	-9	n/a	n/a	n/a
ERR124262	Croucher	Massachussets 	8	7	-9	-9	-9	-9	n/a	n/a	n/a
ERR124263	Croucher	Massachussets 	34	13	0	0	1	0	n/a	n/a	n/a
ERR124264	Croucher	Massachussets 	28	2	0	1	1	1	n/a	n/a	n/a
ERR124265	Croucher	Massachussets 	25	14	0	0	1	0	n/a	n/a	n/a
ERR124266	Croucher	Massachussets 	28	16	1	1	1	1	n/a	n/a	n/a
ERR124267	Croucher	Massachussets 	34	13	0	0	1	0	n/a	n/a	n/a
ERR124268	Croucher	Massachussets 	16	10	0	0	1	0	n/a	n/a	n/a
ERR124269	Croucher	Massachussets 	1	13	0	0	1	0	n/a	n/a	n/a
ERR124270	Croucher	Massachussets 	1	13	0	0	1	0	n/a	n/a	n/a
ERR124271	Croucher	Massachussets 	25	2	0	0	1	0	n/a	n/a	n/a
ERR124272	Croucher	Massachussets 	16	9	0	1	1	1	n/a	n/a	n/a
ERR124273	Croucher	Massachussets 	19	15	1	0	1	0	n/a	n/a	n/a
ERR124274	Croucher	Massachussets 	16	9	0	1	1	1	n/a	n/a	n/a
ERR124275	Croucher	Massachussets 	19	15	1	1	1	1	n/a	n/a	n/a
ERR124276	Croucher	Massachussets 	23	4	0	0	1	0	n/a	n/a	n/a
ERR124277	Croucher	Massachussets 	19	15	1	0	1	0	n/a	n/a	n/a
ERR124278	Croucher	Massachussets 	9	21	0	0	1	0	n/a	n/a	n/a
ERR124279	Croucher	Massachussets 	19	15	1	0	1	0	n/a	n/a	n/a
ERR124280	Croucher	Massachussets 	4	13	0	1	1	1	n/a	n/a	n/a
ERR124281	Croucher	Massachussets 	4	13	0	0	1	0	n/a	n/a	n/a
ERR124282	Croucher	Massachussets 	25	14	0	0	1	0	n/a	n/a	n/a
ERR124283	Croucher	Massachussets 	16	9	0	0	1	0	n/a	n/a	n/a
ERR124284	Croucher	Massachussets 	1	13	0	1	1	1	n/a	n/a	n/a
ERR124285	Croucher	Massachussets 	25	14	0	0	1	0	n/a	n/a	n/a
ERR124286	Croucher	Massachussets 	20	3	0	1	1	1	n/a	n/a	n/a
ERR124287	Croucher	Massachussets 	8	7	0	0	1	0	n/a	n/a	n/a
ERR124288	Croucher	Massachussets 	20	3	0	0	1	0	n/a	n/a	n/a
ERR124289	Croucher	Massachussets 	25	2	0	0	1	0	n/a	n/a	n/a
ERR124290	Croucher	Massachussets 	19	15	1	0	1	0	n/a	n/a	n/a
ERR124291	Croucher	Massachussets 	16	10	0	0	1	0	n/a	n/a	n/a
ERR124292	Croucher	Massachussets 	23	4	0	0	1	0	n/a	n/a	n/a
ERR124293	Croucher	Massachussets 	19	15	1	0	1	0	n/a	n/a	n/a
ERR124294	Croucher	Massachussets 	20	3	0	1	1	1	n/a	n/a	n/a
ERR124295	Croucher	Massachussets 	2	13	0	0	1	0	n/a	n/a	n/a
ERR124296	Croucher	Massachussets 	16	10	0	0	1	0	n/a	n/a	n/a
ERR124297	Croucher	Massachussets 	20	3	1	1	1	1	n/a	n/a	n/a
ERR124298	Croucher	Massachussets 	16	10	0	0	1	0	n/a	n/a	n/a
ERR124299	Croucher	Massachussets 	19	15	1	0	1	0	n/a	n/a	n/a
ERR124300	Croucher	Massachussets 	16	9	0	0	1	0	n/a	n/a	n/a
ERR124301	Croucher	Massachussets 	19	15	1	0	1	0	n/a	n/a	n/a
ERR124302	Croucher	Massachussets 	16	10	0	0	1	0	n/a	n/a	n/a
ERR124303	Croucher	Massachussets 	29	2	1	1	1	1	n/a	n/a	n/a
ERR124304	Croucher	Massachussets 	25	14	0	0	1	0	n/a	n/a	n/a
ERR124305	Croucher	Massachussets 	28	16	1	1	1	1	n/a	n/a	n/a
ERR124306	Croucher	Massachussets 	16	2	0	0	1	0	n/a	n/a	n/a
ERR124307	Croucher	Massachussets 	26	1	0	0	1	0	n/a	n/a	n/a
ERR124308	Croucher	Massachussets 	20	3	0	0	1	0	n/a	n/a	n/a
ERR124309	Croucher	Massachussets 	25	2	0	0	1	0	n/a	n/a	n/a
ERR124310	Croucher	Massachussets 	28	16	1	1	1	1	n/a	n/a	n/a
ERR124311	Croucher	Massachussets 	28	2	0	0	1	0	n/a	n/a	n/a
ERR124312	Croucher	Massachussets 	23	4	0	0	1	0	n/a	n/a	n/a
ERR124313	Croucher	Massachussets 	34	13	0	0	1	0	n/a	n/a	n/a
ERR124314	Croucher	Massachussets 	29	2	1	1	1	1	n/a	n/a	n/a
ERR124315	Croucher	Massachussets 	1	13	0	0	1	0	n/a	n/a	n/a
ERR124316	Croucher	Massachussets 	19	15	1	0	1	0	n/a	n/a	n/a
ERR124317	Croucher	Massachussets 	28	2	0	0	1	0	n/a	n/a	n/a
ERR124318	Croucher	Massachussets 	26	1	0	0	1	0	n/a	n/a	n/a
ERR124319	Croucher	Massachussets 	20	3	1	1	1	1	n/a	n/a	n/a
ERR124320	Croucher	Massachussets 	31	20	1	1	0	1	n/a	n/a	n/a
ERR124321	Croucher	Massachussets 	18	16	-9	-9	-9	-9	n/a	n/a	n/a
ERR124322	Croucher	Massachussets 	18	16	-9	-9	-9	-9	n/a	n/a	n/a
ERR124323	Croucher	Massachussets 	18	16	-9	-9	-9	-9	n/a	n/a	n/a
ERR124324	Croucher	Massachussets 	8	7	-9	-9	-9	-9	n/a	n/a	n/a
ERR124325	Croucher	Massachussets 	31	20	-9	-9	-9	-9	n/a	n/a	n/a
ERR124326	Croucher	Massachussets 	8	7	-9	-9	-9	-9	n/a	n/a	n/a
ERR124327	Croucher	Massachussets 	18	16	-9	-9	-9	-9	n/a	n/a	n/a
ERR124328	Croucher	Massachussets 	8	7	-9	-9	-9	-9	n/a	n/a	n/a
ERR124329	Croucher	Massachussets 	8	7	-9	-9	-9	-9	n/a	n/a	n/a
ERR124330	Croucher	Massachussets 	31	20	-9	-9	-9	-9	n/a	n/a	n/a
ERR124331	Croucher	Massachussets 	31	20	-9	-9	-9	-9	n/a	n/a	n/a
