Isolate_ID	Study	Isolates from (city)	Sequence cluster (prosperi)	Sequence cluster (BAPS)	Penicillin	Trimethoprim	Erythromycin	Co-trimoxazole	Tobramycin	Ciprofloxacin	Ofloxacin
ERR048187	Chewapreecha	Maela	32	2	0	-9	-9	0	n/a	n/a	n/a
ERR048193	Chewapreecha	Maela	20	3	1	-9	-9	1	n/a	n/a	n/a
ERR048194	Chewapreecha	Maela	6	12	1	-9	-9	-9	n/a	n/a	n/a
ERR049080	Chewapreecha	Maela	17	2	0	-9	-9	0	n/a	n/a	n/a
ERR049111	Chewapreecha	Maela	12	2	1	-9	-9	1	n/a	n/a	n/a
ERR049113	Chewapreecha	Maela	11	16	1	-9	-9	1	n/a	n/a	n/a
ERR049940	Chewapreecha	Maela	9	21	1	-9	-9	1	n/a	n/a	n/a
ERR049967	Chewapreecha	Maela	32	2	0	-9	-9	0	n/a	n/a	n/a
ERR049975	Chewapreecha	Maela	32	2	1	-9	-9	1	n/a	n/a	n/a
ERR049977	Chewapreecha	Maela	11	16	1	-9	-9	1	n/a	n/a	n/a
ERR049983	Chewapreecha	Maela	12	6	1	-9	-9	1	n/a	n/a	n/a
ERR050004	Chewapreecha	Maela	20	3	0	-9	-9	0	n/a	n/a	n/a
ERR050011	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR050017	Chewapreecha	Maela	0	18	1	-9	-9	1	n/a	n/a	n/a
ERR050022	Chewapreecha	Maela	20	2	0	-9	-9	0	n/a	n/a	n/a
ERR050025	Chewapreecha	Maela	12	2	0	-9	-9	0	n/a	n/a	n/a
ERR050035	Chewapreecha	Maela	10	16	1	-9	-9	1	n/a	n/a	n/a
ERR050044	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR050050	Chewapreecha	Maela	20	3	1	-9	-9	1	n/a	n/a	n/a
ERR050052	Chewapreecha	Maela	18	2	1	-9	-9	1	n/a	n/a	n/a
ERR050059	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR050061	Chewapreecha	Maela	20	3	1	-9	-9	1	n/a	n/a	n/a
ERR051415	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR051418	Chewapreecha	Maela	23	2	0	-9	-9	0	n/a	n/a	n/a
ERR051427	Chewapreecha	Maela	20	2	1	-9	-9	1	n/a	n/a	n/a
ERR051432	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR051443	Chewapreecha	Maela	11	16	1	-9	-9	1	n/a	n/a	n/a
ERR051451	Chewapreecha	Maela	14	2	0	-9	-9	0	n/a	n/a	n/a
ERR051459	Chewapreecha	Maela	14	2	1	-9	-9	1	n/a	n/a	n/a
ERR051460	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR051467	Chewapreecha	Maela	18	2	1	-9	-9	1	n/a	n/a	n/a
ERR051484	Chewapreecha	Maela	33	2	0	-9	-9	0	n/a	n/a	n/a
ERR051492	Chewapreecha	Maela	20	3	0	-9	-9	0	n/a	n/a	n/a
ERR051498	Chewapreecha	Maela	0	19	1	-9	-9	1	n/a	n/a	n/a
ERR051532	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR051540	Chewapreecha	Maela	14	2	0	-9	-9	0	n/a	n/a	n/a
ERR051547	Chewapreecha	Maela	0	17	1	-9	-9	1	n/a	n/a	n/a
ERR051554	Chewapreecha	Maela	15	2	0	-9	-9	0	n/a	n/a	n/a
ERR051559	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR051573	Chewapreecha	Maela	17	2	0	-9	-9	0	n/a	n/a	n/a
ERR051586	Chewapreecha	Maela	32	2	0	-9	-9	0	n/a	n/a	n/a
ERR051591	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR051601	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR051608	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR051610	Chewapreecha	Maela	12	6	1	-9	-9	1	n/a	n/a	n/a
ERR051623	Chewapreecha	Maela	11	16	1	-9	-9	1	n/a	n/a	n/a
ERR051632	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR051643	Chewapreecha	Maela	7	12	1	-9	-9	1	n/a	n/a	n/a
ERR051649	Chewapreecha	Maela	20	2	0	-9	-9	0	n/a	n/a	n/a
ERR051656	Chewapreecha	Maela	28	2	0	-9	-9	0	n/a	n/a	n/a
ERR051658	Chewapreecha	Maela	14	2	1	-9	-9	1	n/a	n/a	n/a
ERR051664	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR052587	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR052588	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR052592	Chewapreecha	Maela	30	2	0	-9	-9	0	n/a	n/a	n/a
ERR052600	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR052618	Chewapreecha	Maela	14	2	0	-9	-9	0	n/a	n/a	n/a
ERR052619	Chewapreecha	Maela	9	21	1	-9	-9	1	n/a	n/a	n/a
ERR052625	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR052626	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR052627	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR052634	Chewapreecha	Maela	13	2	0	-9	-9	0	n/a	n/a	n/a
ERR054223	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR054227	Chewapreecha	Maela	16	2	1	-9	-9	1	n/a	n/a	n/a
ERR054230	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR054231	Chewapreecha	Maela	20	2	0	-9	-9	0	n/a	n/a	n/a
ERR054238	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR054245	Chewapreecha	Maela	16	2	1	-9	-9	1	n/a	n/a	n/a
ERR054253	Chewapreecha	Maela	20	2	1	-9	-9	1	n/a	n/a	n/a
ERR054267	Chewapreecha	Maela	16	16	1	-9	-9	1	n/a	n/a	n/a
ERR054268	Chewapreecha	Maela	18	16	0	-9	-9	0	n/a	n/a	n/a
ERR054285	Chewapreecha	Maela	12	6	1	-9	-9	1	n/a	n/a	n/a
ERR054294	Chewapreecha	Maela	32	2	1	-9	-9	1	n/a	n/a	n/a
ERR054297	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR054299	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR054317	Chewapreecha	Maela	20	2	0	-9	-9	0	n/a	n/a	n/a
ERR054324	Chewapreecha	Maela	20	3	0	-9	-9	0	n/a	n/a	n/a
ERR054325	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR054332	Chewapreecha	Maela	32	2	0	-9	-9	0	n/a	n/a	n/a
ERR054348	Chewapreecha	Maela	15	2	1	-9	-9	1	n/a	n/a	n/a
ERR054356	Chewapreecha	Maela	30	2	1	-9	-9	1	n/a	n/a	n/a
ERR054359	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR054366	Chewapreecha	Maela	6	12	1	-9	-9	1	n/a	n/a	n/a
ERR054400	Chewapreecha	Maela	27	2	0	-9	-9	0	n/a	n/a	n/a
ERR054404	Chewapreecha	Maela	7	12	1	-9	-9	1	n/a	n/a	n/a
ERR054411	Chewapreecha	Maela	12	6	1	-9	-9	1	n/a	n/a	n/a
ERR054413	Chewapreecha	Maela	16	9	1	-9	-9	1	n/a	n/a	n/a
ERR054422	Chewapreecha	Maela	18	16	1	-9	-9	1	n/a	n/a	n/a
ERR054458	Chewapreecha	Maela	24	2	0	-9	-9	0	n/a	n/a	n/a
ERR054465	Chewapreecha	Maela	16	9	1	-9	-9	1	n/a	n/a	n/a
ERR054486	Chewapreecha	Maela	14	2	0	-9	-9	0	n/a	n/a	n/a
ERR054489	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR054510	Chewapreecha	Maela	6	12	1	-9	-9	1	n/a	n/a	n/a
ERR054514	Chewapreecha	Maela	12	2	0	-9	-9	0	n/a	n/a	n/a
ERR054538	Chewapreecha	Maela	28	2	0	-9	-9	0	n/a	n/a	n/a
ERR054550	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR054556	Chewapreecha	Maela	6	12	1	-9	-9	1	n/a	n/a	n/a
ERR054561	Chewapreecha	Maela	20	2	0	-9	-9	0	n/a	n/a	n/a
ERR054567	Chewapreecha	Maela	18	2	1	-9	-9	1	n/a	n/a	n/a
ERR054619	Chewapreecha	Maela	15	2	1	-9	-9	1	n/a	n/a	n/a
ERR054628	Chewapreecha	Maela	30	2	1	-9	-9	1	n/a	n/a	n/a
ERR054638	Chewapreecha	Maela	7	12	1	-9	-9	1	n/a	n/a	n/a
ERR056690	Chewapreecha	Maela	0	17	1	-9	-9	1	n/a	n/a	n/a
ERR056698	Chewapreecha	Maela	24	2	0	-9	-9	0	n/a	n/a	n/a
ERR056712	Chewapreecha	Maela	15	2	1	-9	-9	1	n/a	n/a	n/a
ERR056714	Chewapreecha	Maela	11	16	1	-9	-9	1	n/a	n/a	n/a
ERR056726	Chewapreecha	Maela	20	2	1	-9	-9	1	n/a	n/a	n/a
ERR056728	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR056763	Chewapreecha	Maela	24	2	0	-9	-9	0	n/a	n/a	n/a
ERR056766	Chewapreecha	Maela	32	2	1	-9	-9	1	n/a	n/a	n/a
ERR056769	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR056778	Chewapreecha	Maela	32	2	0	-9	-9	0	n/a	n/a	n/a
ERR056789	Chewapreecha	Maela	32	2	1	-9	-9	1	n/a	n/a	n/a
ERR056795	Chewapreecha	Maela	17	2	0	-9	-9	0	n/a	n/a	n/a
ERR056802	Chewapreecha	Maela	27	2	0	-9	-9	0	n/a	n/a	n/a
ERR056831	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR056834	Chewapreecha	Maela	27	2	0	-9	-9	0	n/a	n/a	n/a
ERR056838	Chewapreecha	Maela	20	3	0	-9	-9	0	n/a	n/a	n/a
ERR056845	Chewapreecha	Maela	7	12	1	-9	-9	1	n/a	n/a	n/a
ERR056854	Chewapreecha	Maela	9	21	1	-9	-9	1	n/a	n/a	n/a
ERR056863	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR056888	Chewapreecha	Maela	16	9	1	-9	-9	1	n/a	n/a	n/a
ERR056892	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR056895	Chewapreecha	Maela	14	2	0	-9	-9	0	n/a	n/a	n/a
ERR057782	Chewapreecha	Maela	20	3	0	-9	-9	0	n/a	n/a	n/a
ERR057790	Chewapreecha	Maela	32	2	0	-9	-9	0	n/a	n/a	n/a
ERR057816	Chewapreecha	Maela	20	2	0	-9	-9	0	n/a	n/a	n/a
ERR057822	Chewapreecha	Maela	14	2	0	-9	-9	0	n/a	n/a	n/a
ERR057836	Chewapreecha	Maela	11	16	1	-9	-9	1	n/a	n/a	n/a
ERR057849	Chewapreecha	Maela	20	2	1	-9	-9	1	n/a	n/a	n/a
ERR057877	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR057878	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR057881	Chewapreecha	Maela	14	2	0	-9	-9	0	n/a	n/a	n/a
ERR057890	Chewapreecha	Maela	7	12	1	-9	-9	1	n/a	n/a	n/a
ERR057905	Chewapreecha	Maela	18	16	0	-9	-9	0	n/a	n/a	n/a
ERR057909	Chewapreecha	Maela	14	2	0	-9	-9	0	n/a	n/a	n/a
ERR057934	Chewapreecha	Maela	32	2	0	-9	-9	0	n/a	n/a	n/a
ERR057936	Chewapreecha	Maela	14	2	0	-9	-9	0	n/a	n/a	n/a
ERR057940	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR057945	Chewapreecha	Maela	20	3	0	-9	-9	0	n/a	n/a	n/a
ERR057966	Chewapreecha	Maela	32	2	0	-9	-9	0	n/a	n/a	n/a
ERR057968	Chewapreecha	Maela	13	2	0	-9	-9	0	n/a	n/a	n/a
ERR057978	Chewapreecha	Maela	11	16	1	-9	-9	1	n/a	n/a	n/a
ERR057985	Chewapreecha	Maela	6	12	1	-9	-9	1	n/a	n/a	n/a
ERR057995	Chewapreecha	Maela	0	17	1	-9	-9	1	n/a	n/a	n/a
ERR059962	Chewapreecha	Maela	20	2	1	-9	-9	1	n/a	n/a	n/a
ERR059966	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR059979	Chewapreecha	Maela	20	2	0	-9	-9	0	n/a	n/a	n/a
ERR059980	Chewapreecha	Maela	20	2	0	-9	-9	0	n/a	n/a	n/a
ERR059987	Chewapreecha	Maela	20	2	1	-9	-9	1	n/a	n/a	n/a
ERR060010	Chewapreecha	Maela	18	2	1	-9	-9	1	n/a	n/a	n/a
ERR060012	Chewapreecha	Maela	20	2	1	-9	-9	1	n/a	n/a	n/a
ERR060022	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR060032	Chewapreecha	Maela	30	2	1	-9	-9	1	n/a	n/a	n/a
ERR060044	Chewapreecha	Maela	18	16	0	-9	-9	0	n/a	n/a	n/a
ERR060047	Chewapreecha	Maela	14	2	0	-9	-9	0	n/a	n/a	n/a
ERR063787	Chewapreecha	Maela	9	21	1	-9	-9	1	n/a	n/a	n/a
ERR063796	Chewapreecha	Maela	18	16	1	-9	-9	1	n/a	n/a	n/a
ERR063798	Chewapreecha	Maela	20	2	1	-9	-9	1	n/a	n/a	n/a
ERR063814	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR063815	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR063821	Chewapreecha	Maela	20	2	0	-9	-9	0	n/a	n/a	n/a
ERR063836	Chewapreecha	Maela	18	16	0	-9	-9	0	n/a	n/a	n/a
ERR063847	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR063858	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR063877	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR063886	Chewapreecha	Maela	32	2	1	-9	-9	1	n/a	n/a	n/a
ERR063887	Chewapreecha	Maela	30	2	1	-9	-9	1	n/a	n/a	n/a
ERR063904	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR063905	Chewapreecha	Maela	16	16	1	-9	-9	1	n/a	n/a	n/a
ERR063906	Chewapreecha	Maela	11	16	1	-9	-9	1	n/a	n/a	n/a
ERR063920	Chewapreecha	Maela	18	16	1	-9	-9	1	n/a	n/a	n/a
ERR063924	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR063927	Chewapreecha	Maela	20	3	1	-9	-9	1	n/a	n/a	n/a
ERR063928	Chewapreecha	Maela	12	6	1	-9	-9	1	n/a	n/a	n/a
ERR063952	Chewapreecha	Maela	20	2	1	-9	-9	1	n/a	n/a	n/a
ERR063965	Chewapreecha	Maela	7	12	1	-9	-9	1	n/a	n/a	n/a
ERR063970	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR063973	Chewapreecha	Maela	20	2	1	-9	-9	1	n/a	n/a	n/a
ERR063996	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR063998	Chewapreecha	Maela	32	2	0	-9	-9	0	n/a	n/a	n/a
ERR064006	Chewapreecha	Maela	6	12	1	-9	-9	1	n/a	n/a	n/a
ERR064023	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR064036	Chewapreecha	Maela	11	16	1	-9	-9	1	n/a	n/a	n/a
ERR064038	Chewapreecha	Maela	14	2	0	-9	-9	0	n/a	n/a	n/a
ERR064048	Chewapreecha	Maela	15	2	0	-9	-9	0	n/a	n/a	n/a
ERR064054	Chewapreecha	Maela	16	16	1	-9	-9	1	n/a	n/a	n/a
ERR064062	Chewapreecha	Maela	14	2	0	-9	-9	0	n/a	n/a	n/a
ERR064066	Chewapreecha	Maela	18	2	1	-9	-9	1	n/a	n/a	n/a
ERR064075	Chewapreecha	Maela	30	2	0	-9	-9	0	n/a	n/a	n/a
ERR064077	Chewapreecha	Maela	18	2	1	-9	-9	1	n/a	n/a	n/a
ERR064079	Chewapreecha	Maela	20	3	0	-9	-9	0	n/a	n/a	n/a
ERR064087	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR064089	Chewapreecha	Maela	26	2	0	-9	-9	0	n/a	n/a	n/a
ERR064098	Chewapreecha	Maela	11	16	1	-9	-9	1	n/a	n/a	n/a
ERR064102	Chewapreecha	Maela	15	2	0	-9	-9	0	n/a	n/a	n/a
ERR064114	Chewapreecha	Maela	7	12	1	-9	-9	1	n/a	n/a	n/a
ERR064120	Chewapreecha	Maela	32	2	1	-9	-9	1	n/a	n/a	n/a
ERR064129	Chewapreecha	Maela	18	16	1	-9	-9	1	n/a	n/a	n/a
ERR064152	Chewapreecha	Maela	20	2	0	-9	-9	0	n/a	n/a	n/a
ERR064156	Chewapreecha	Maela	31	20	1	-9	-9	1	n/a	n/a	n/a
ERR064157	Chewapreecha	Maela	15	2	0	-9	-9	0	n/a	n/a	n/a
ERR064158	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR064159	Chewapreecha	Maela	21	2	0	-9	-9	0	n/a	n/a	n/a
ERR064176	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR064196	Chewapreecha	Maela	15	2	0	-9	-9	0	n/a	n/a	n/a
ERR064215	Chewapreecha	Maela	17	2	0	-9	-9	0	n/a	n/a	n/a
ERR064233	Chewapreecha	Maela	26	2	0	-9	-9	0	n/a	n/a	n/a
ERR066177	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR066178	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR066179	Chewapreecha	Maela	14	2	0	-9	-9	0	n/a	n/a	n/a
ERR066181	Chewapreecha	Maela	15	2	0	-9	-9	0	n/a	n/a	n/a
ERR066193	Chewapreecha	Maela	32	2	0	-9	-9	0	n/a	n/a	n/a
ERR066198	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR066214	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR066225	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR066229	Chewapreecha	Maela	13	2	0	-9	-9	0	n/a	n/a	n/a
ERR066247	Chewapreecha	Maela	30	2	0	-9	-9	0	n/a	n/a	n/a
ERR066269	Chewapreecha	Maela	15	2	0	-9	-9	0	n/a	n/a	n/a
ERR066273	Chewapreecha	Maela	7	12	1	-9	-9	1	n/a	n/a	n/a
ERR066283	Chewapreecha	Maela	16	16	1	-9	-9	1	n/a	n/a	n/a
ERR066295	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR066307	Chewapreecha	Maela	11	16	1	-9	-9	1	n/a	n/a	n/a
ERR066308	Chewapreecha	Maela	20	2	0	-9	-9	0	n/a	n/a	n/a
ERR066323	Chewapreecha	Maela	18	2	1	-9	-9	1	n/a	n/a	n/a
ERR066343	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR066348	Chewapreecha	Maela	12	6	1	-9	-9	1	n/a	n/a	n/a
ERR066350	Chewapreecha	Maela	17	2	0	-9	-9	0	n/a	n/a	n/a
ERR066360	Chewapreecha	Maela	9	21	1	-9	-9	1	n/a	n/a	n/a
ERR067786	Chewapreecha	Maela	16	2	1	-9	-9	1	n/a	n/a	n/a
ERR067799	Chewapreecha	Maela	32	2	0	-9	-9	0	n/a	n/a	n/a
ERR067803	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR067820	Chewapreecha	Maela	11	16	1	-9	-9	1	n/a	n/a	n/a
ERR067841	Chewapreecha	Maela	20	2	0	-9	-9	0	n/a	n/a	n/a
ERR067867	Chewapreecha	Maela	16	9	0	-9	-9	0	n/a	n/a	n/a
ERR067868	Chewapreecha	Maela	14	2	0	-9	-9	0	n/a	n/a	n/a
ERR067869	Chewapreecha	Maela	20	3	1	-9	-9	1	n/a	n/a	n/a
ERR067886	Chewapreecha	Maela	11	16	1	-9	-9	1	n/a	n/a	n/a
ERR067892	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR067920	Chewapreecha	Maela	6	12	1	-9	-9	1	n/a	n/a	n/a
ERR067921	Chewapreecha	Maela	18	16	1	-9	-9	1	n/a	n/a	n/a
ERR067925	Chewapreecha	Maela	20	3	0	-9	-9	0	n/a	n/a	n/a
ERR067937	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR067946	Chewapreecha	Maela	20	2	0	-9	-9	0	n/a	n/a	n/a
ERR067953	Chewapreecha	Maela	18	16	1	-9	-9	1	n/a	n/a	n/a
ERR069587	Chewapreecha	Maela	9	21	1	-9	-9	1	n/a	n/a	n/a
ERR069588	Chewapreecha	Maela	31	20	1	-9	-9	1	n/a	n/a	n/a
ERR069603	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR069616	Chewapreecha	Maela	32	2	0	-9	-9	0	n/a	n/a	n/a
ERR069623	Chewapreecha	Maela	18	16	1	-9	-9	1	n/a	n/a	n/a
ERR069627	Chewapreecha	Maela	12	6	1	-9	-9	1	n/a	n/a	n/a
ERR069649	Chewapreecha	Maela	30	2	1	-9	-9	1	n/a	n/a	n/a
ERR069663	Chewapreecha	Maela	25	2	0	-9	-9	0	n/a	n/a	n/a
ERR069664	Chewapreecha	Maela	16	16	1	-9	-9	1	n/a	n/a	n/a
ERR069671	Chewapreecha	Maela	11	16	1	-9	-9	1	n/a	n/a	n/a
ERR069678	Chewapreecha	Maela	12	6	1	-9	-9	1	n/a	n/a	n/a
ERR072195	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR072199	Chewapreecha	Maela	25	2	0	-9	-9	0	n/a	n/a	n/a
ERR072200	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR072222	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a
ERR084155	Chewapreecha	Maela	19	2	0	-9	-9	0	n/a	n/a	n/a
ERR084165	Chewapreecha	Maela	11	16	0	-9	-9	0	n/a	n/a	n/a
ERR084166	Chewapreecha	Maela	18	16	0	-9	-9	0	n/a	n/a	n/a
ERR084179	Chewapreecha	Maela	20	2	1	-9	-9	1	n/a	n/a	n/a
ERR084192	Chewapreecha	Maela	20	2	0	-9	-9	0	n/a	n/a	n/a
ERR084216	Chewapreecha	Maela	18	16	1	-9	-9	1	n/a	n/a	n/a
ERR084226	Chewapreecha	Maela	16	9	1	-9	-9	1	n/a	n/a	n/a
ERR084233	Chewapreecha	Maela	16	2	1	-9	-9	1	n/a	n/a	n/a
ERR084249	Chewapreecha	Maela	16	9	0	-9	-9	0	n/a	n/a	n/a
ERR084253	Chewapreecha	Maela	20	3	0	-9	-9	0	n/a	n/a	n/a
ERR084261	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR084266	Chewapreecha	Maela	0	19	1	-9	-9	1	n/a	n/a	n/a
ERR084269	Chewapreecha	Maela	20	3	0	-9	-9	0	n/a	n/a	n/a
ERR084271	Chewapreecha	Maela	18	2	0	-9	-9	0	n/a	n/a	n/a
ERR084275	Chewapreecha	Maela	16	9	1	-9	-9	1	n/a	n/a	n/a
ERR084296	Chewapreecha	Maela	18	16	1	-9	-9	1	n/a	n/a	n/a
ERR084298	Chewapreecha	Maela	32	2	0	-9	-9	0	n/a	n/a	n/a
ERR089618	Chewapreecha	Maela	14	2	0	-9	-9	0	n/a	n/a	n/a
ERR089622	Chewapreecha	Maela	16	16	1	-9	-9	1	n/a	n/a	n/a
ERR273496	Chewapreecha	Maela	0	2	1	-9	-9	1	n/a	n/a	n/a
ERR273501	Chewapreecha	Maela	16	2	1	-9	-9	1	n/a	n/a	n/a
ERR273506	Chewapreecha	Maela	13	2	0	-9	-9	0	n/a	n/a	n/a
ERR273520	Chewapreecha	Maela	16	2	1	-9	-9	1	n/a	n/a	n/a
ERR273531	Chewapreecha	Maela	16	2	0	-9	-9	0	n/a	n/a	n/a